shipment_id,sales_id,product_id,quantity_sold,date
5263,5876,9,12,2024-06-11
5264,5877,46,3,2024-09-14
5265,5878,39,3,2024-03-05
5266,5879,63,8,2024-05-29
5267,5880,13,3,2024-02-04
5268,5881,56,2,2024-11-16
5269,5882,99,10,2024-08-05
5270,5884,56,2,2024-01-22
5271,5885,56,2,2024-07-26
5272,5886,63,15,2024-11-16
5273,5887,89,15,2024-08-12
5274,5888,28,13,2024-12-03
5275,5889,9,20,2024-01-07
5276,5890,29,5,2024-03-06
5277,5891,19,28,2024-07-03
5278,5892,28,2,2024-07-30
5279,5893,65,15,2024-06-06
5280,5894,19,4,2024-10-29
5281,5895,50,1,2024-07-13
5282,5896,6,7,2024-02-13
5283,5897,95,5,2024-10-27
5284,5898,12,7,2024-03-02
5285,5899,50,12,2024-11-05
5286,5900,36,10,2024-04-03
5287,5901,97,3,2024-06-17
5288,5902,63,1,2024-12-11
5289,5903,29,15,2024-08-07
5290,5904,78,28,2024-10-09
5291,5905,27,2,2024-03-31
5292,5906,84,5,2024-02-29
5293,5907,9,1,2024-12-03
5294,5908,27,5,2024-01-14
5295,5909,35,13,2024-05-06
5296,5910,53,29,2024-10-05
5297,5911,65,19,2024-01-07
5298,5912,98,3,2024-02-10
5299,5913,81,13,2024-09-19
5300,5914,11,7,2024-06-24
5301,5915,9,10,2024-11-08
5302,5916,91,5,2024-03-01
5303,5917,9,4,2024-05-28
5304,5919,28,20,2024-07-10
5305,5920,63,12,2024-07-28
5306,5921,62,5,2024-05-07
5307,5922,11,7,2024-06-21
5308,5923,27,8,2024-01-16
5309,5924,61,9,2024-06-11
5310,5925,65,9,2024-11-01
5311,5926,61,1,2024-08-25
5312,5927,56,1,2024-11-22
5313,5928,91,9,2024-05-28
5314,5929,71,7,2024-05-21
5315,5930,66,8,2024-07-25
5316,5931,9,2,2024-12-01
5317,5932,29,2,2024-11-16
5318,5933,94,4,2024-11-02
5319,5935,56,12,2024-03-15
5320,5936,45,5,2024-11-23
5321,5937,28,3,2024-10-14
5322,5938,46,8,2024-02-25
5323,5939,35,9,2024-04-24
5324,5940,97,2,2024-09-30
5325,5941,37,8,2024-09-06
5326,5942,3,5,2024-12-29
5327,5943,56,5,2024-09-16
5328,5944,35,19,2024-01-17
5329,5945,13,5,2024-09-04
5330,5946,92,5,2024-10-19
5331,5947,27,7,2024-01-24
5332,5948,63,20,2024-12-25
5333,5949,53,3,2024-01-09
5334,5950,63,4,2024-08-11
5335,5951,28,2,2024-09-04
5336,5952,70,9,2024-12-25
5337,5953,42,12,2024-12-01
5338,5954,29,1,2024-12-16
5339,5955,79,23,2024-12-14
5340,5956,74,1,2024-12-11
5341,5957,30,8,2024-10-17
5342,5958,56,1,2024-10-28
5343,5959,67,18,2024-12-06
5344,5960,63,10,2024-09-01
5345,5961,12,3,2024-03-15
5346,5962,80,8,2024-06-12
5347,5963,21,6,2024-10-06
5348,5964,9,14,2024-10-20
5349,5965,33,2,2024-01-21
5350,5966,28,1,2024-10-28
5351,5968,56,6,2024-07-02
5352,5969,9,7,2024-09-21
5353,5970,63,3,2024-09-06
5354,5971,63,9,2024-07-07
5355,5972,58,5,2024-07-08
5356,5974,63,6,2024-09-30
5357,5975,97,3,2024-10-17
5358,5976,35,1,2024-09-13
5359,5977,73,5,2024-07-06
5360,5978,29,5,2024-08-27
5361,5979,77,10,2024-08-20
5362,5980,9,2,2024-02-10
5363,5981,29,14,2024-11-15
5364,5982,99,11,2024-11-24
5365,5983,26,2,2024-07-04
5366,5984,56,1,2024-06-14
5367,5985,25,1,2024-04-02
5368,5986,50,21,2024-03-20
5369,5987,64,2,2024-12-04
5370,5988,63,2,2024-04-17
5371,5989,9,4,2024-08-21
5372,5990,63,9,2024-08-11
5373,5991,63,13,2024-06-10
5374,5992,44,3,2024-05-11
5375,5993,6,1,2024-10-17
5376,5994,96,1,2024-03-13
5377,5995,1,7,2024-03-31
5378,5996,66,5,2024-11-25
5379,5997,9,10,2024-07-04
5380,5998,76,2,2024-08-31
5381,5999,75,3,2025-01-03
5382,6000,66,3,2024-09-29
5383,6001,27,3,2024-07-17
5384,6002,9,1,2024-11-22
5385,6003,1,6,2024-06-19
5386,6004,60,3,2024-05-02
5387,6005,27,4,2024-11-12
5388,6006,47,6,2024-08-18
5389,6007,57,20,2024-03-12
5390,6008,57,25,2024-07-22
5391,6009,21,5,2024-05-19
5392,6010,27,3,2024-06-08
5393,6011,9,16,2024-04-18
5394,6012,82,6,2024-12-03
5395,6013,27,5,2024-11-19
5396,6014,53,2,2024-06-17
5397,6015,63,5,2024-07-06
5398,6016,9,19,2024-03-06
5399,6018,51,5,2024-02-20
5400,6019,58,1,2024-12-14
5401,6020,63,22,2024-03-02
5402,6021,15,3,2024-07-16
5403,6022,28,6,2024-10-12
5404,6023,39,10,2024-09-07
5405,6024,27,2,2024-03-04
5406,6026,79,19,2024-05-29
5407,6027,58,2,2024-06-20
5408,6028,39,2,2024-10-17
5409,6030,35,5,2024-10-31
5410,6031,32,24,2024-12-05
5411,6032,29,2,2024-11-18
5412,6033,85,1,2024-07-02
5413,6034,27,2,2024-12-23
5414,6035,13,2,2024-10-05
5415,6036,85,7,2024-01-16
5416,6037,41,3,2024-02-05
5417,6041,86,3,2024-05-08
5418,6043,71,8,2024-11-12
5419,6044,28,9,2024-01-13
5420,6045,9,7,2024-08-10
5421,6046,37,2,2024-06-30
5422,6047,97,6,2024-12-05
5423,6048,43,22,2024-01-13
5424,6049,9,3,2024-10-01
5425,6050,28,3,2024-03-30
5426,6051,41,2,2024-10-19
5427,6052,27,13,2024-12-14
5428,6053,27,10,2024-09-11
5429,6054,27,22,2024-08-26
5430,6055,18,26,2024-06-07
5431,6057,29,20,2024-02-24
5432,6058,37,22,2024-07-09
5433,6059,29,4,2024-12-25
5434,6060,9,3,2024-09-13
5435,6061,97,24,2024-11-11
5436,6062,5,4,2024-09-30
5437,6063,82,1,2024-05-17
5438,6064,73,2,2024-09-01
5439,6066,12,5,2024-12-17
5440,6067,73,9,2024-02-03
5441,6068,89,15,2024-04-01
5442,6069,76,12,2024-11-21
5443,6071,64,10,2024-07-27
5444,6072,9,26,2024-01-10
5445,6073,36,7,2024-05-15
5446,6074,9,8,2024-12-08
5447,6075,72,3,2024-08-29
5448,6076,72,6,2024-06-10
5449,6077,69,4,2024-06-09
5450,6078,29,12,2024-12-16
5451,6079,28,2,2024-11-09
5452,6080,49,10,2024-05-15
5453,6082,91,16,2024-09-28
5454,6083,11,6,2024-05-31
5455,6084,58,7,2024-05-28
5456,6085,80,8,2024-09-05
5457,6086,47,3,2024-08-18
5458,6087,72,1,2024-08-29
5459,6088,53,4,2024-03-11
5460,6089,29,8,2024-05-14
5461,6090,11,2,2024-01-30
5462,6091,14,5,2024-12-14
5463,6092,56,3,2024-09-20
5464,6093,53,1,2024-08-23
5465,6094,27,5,2024-05-21
5466,6095,29,4,2024-02-23
5467,6096,13,2,2024-03-09
5468,6099,64,5,2024-06-28
5469,6100,9,10,2024-11-08
5470,6101,55,20,2024-08-17
5471,6102,42,3,2024-03-21
5472,6103,79,3,2024-02-27
5473,6104,9,6,2024-01-26
5474,6105,53,27,2024-10-25
5475,6106,57,9,2024-01-16
5476,6107,2,1,2024-01-12
5477,6108,29,5,2024-07-02
5478,6109,28,6,2024-06-12
5479,6110,9,4,2024-11-13
5480,6111,94,2,2024-07-28
5481,6112,80,2,2024-07-07
5482,6113,59,1,2024-11-06
5483,6114,55,18,2024-11-25
5484,6116,27,10,2024-02-22
5485,6117,28,1,2024-10-15
5486,6118,63,7,2024-05-17
5487,6119,56,1,2024-01-24
5488,6120,46,30,2024-06-16
5489,6121,65,2,2024-09-24
5490,6122,61,13,2024-02-26
5491,6123,27,2,2024-10-10
5492,6124,56,13,2024-12-11
5493,6125,87,1,2024-06-01
5494,6126,95,17,2024-12-12
5495,6127,9,6,2024-04-02
5496,6128,27,29,2024-02-10
5497,6129,44,3,2024-05-14
5498,6130,56,1,2024-11-23
5499,6131,63,12,2024-02-08
5500,6132,27,7,2024-10-08
5501,6133,68,20,2024-05-12
5502,6134,9,1,2024-04-10
5503,6135,89,3,2024-08-22
5504,6136,63,13,2024-07-07
5505,6137,9,5,2024-05-25
5506,6138,9,25,2024-11-15
5507,6139,88,5,2024-04-08
5508,6140,60,1,2024-04-26
5509,6141,52,4,2024-02-29
5510,6142,64,2,2024-05-23
5511,6143,49,12,2024-04-06
5512,6145,64,2,2024-01-16
5513,6146,63,8,2024-04-09
5514,6147,29,1,2024-03-14
5515,6148,56,3,2024-07-12
5516,6149,28,5,2024-07-09
5517,6150,27,12,2024-06-04
5518,6152,56,3,2024-02-21
5519,6153,27,6,2024-08-06
5520,6154,1,20,2024-08-18
5521,6155,31,4,2024-12-19
5522,6157,56,1,2024-03-22
5523,6158,56,1,2024-10-14
5524,6159,7,3,2024-10-26
5525,6160,92,6,2024-05-29
5526,6161,27,4,2024-10-18
5527,6162,56,1,2024-02-13
5528,6163,81,9,2024-03-22
5529,6164,57,1,2024-10-23
5530,6165,50,2,2024-05-18
5531,6166,47,4,2024-07-14
5532,6167,63,7,2024-08-26
5533,6168,98,5,2024-05-30
5534,6169,43,10,2024-05-08
5535,6170,35,5,2024-12-17
5536,6171,69,21,2024-12-22
5537,6172,23,1,2024-05-31
5538,6173,27,6,2024-02-24
5539,6174,56,23,2024-01-12
5540,6175,9,3,2024-07-08
5541,6176,69,7,2024-01-30
5542,6177,11,1,2024-12-11
5543,6178,81,4,2024-05-17
5544,6179,45,5,2024-06-09
5545,6180,63,1,2024-12-09
5546,6181,29,9,2024-02-27
5547,6182,9,1,2024-06-10
5548,6183,60,5,2024-10-18
5549,6184,56,1,2024-07-15
5550,6185,9,2,2024-08-25
5551,6186,24,1,2024-01-28
5552,6187,29,16,2024-11-03
5553,6188,43,7,2024-04-07
5554,6189,56,5,2024-08-17
5555,6190,9,5,2024-02-27
5556,6191,27,1,2024-06-04
5557,6193,28,26,2024-12-29
5558,6194,47,7,2024-03-02
5559,6195,95,18,2024-10-14
5560,6196,29,19,2024-02-29
5561,6197,60,17,2024-02-09
5562,6198,52,4,2024-03-13
5563,6199,63,6,2025-01-14
5564,6200,85,4,2024-06-29
5565,6201,37,3,2024-08-09
5566,6202,9,18,2024-07-09
5567,6203,27,2,2024-01-09
5568,6204,93,24,2024-08-07
5569,6205,65,1,2024-10-30
5570,6206,63,17,2024-02-16
5571,6207,28,26,2024-03-21
5572,6208,17,22,2024-05-23
5573,6209,56,3,2024-02-09
5574,6210,63,4,2024-11-29
5575,6211,56,10,2024-07-30
5576,6212,87,4,2024-04-09
5577,6213,92,15,2024-06-26
5578,6214,63,7,2024-10-03
5579,6215,28,7,2024-02-17
5580,6216,56,21,2024-08-18
5581,6217,5,12,2024-02-05
5582,6218,29,5,2024-08-20
5583,6219,56,19,2024-12-30
5584,6220,11,5,2024-03-19
5585,6221,9,1,2024-07-13
5586,6222,46,4,2024-02-22
5587,6223,85,6,2024-03-17
5588,6225,56,26,2024-02-20
5589,6226,27,17,2024-10-12
5590,6227,9,9,2024-06-13
5591,6228,63,4,2024-07-21
5592,6229,96,2,2024-06-25
5593,6230,49,5,2024-01-14
5594,6231,29,5,2024-04-26
5595,6232,27,18,2024-10-14
5596,6234,10,29,2024-10-14
5597,6237,29,21,2024-09-30
5598,6238,82,6,2024-09-13
5599,6239,26,6,2024-10-21
5600,6240,84,10,2024-12-16
5601,6241,9,3,2024-05-20
5602,6242,91,19,2024-01-20
5603,6243,50,16,2024-01-11
5604,6244,97,3,2024-08-20
5605,6245,20,1,2024-05-18
5606,6246,27,3,2024-11-03
5607,6247,56,24,2024-10-10
5608,6249,63,3,2024-02-21
5609,6250,56,29,2024-07-20
5610,6251,9,19,2024-11-24
5611,6252,14,6,2024-09-14
5612,6253,29,10,2024-05-20
5613,6255,56,9,2024-10-28
5614,6256,28,5,2024-07-20
5615,6257,40,14,2024-01-05
5616,6259,26,5,2024-08-03
5617,6260,29,13,2024-01-16
5618,6261,13,14,2024-12-27
5619,6262,45,3,2024-09-02
5620,6263,90,2,2025-01-02
5621,6264,26,4,2024-12-01
5622,6265,42,9,2024-10-02
5623,6266,32,17,2024-02-22
5624,6267,83,9,2024-11-26
5625,6268,28,5,2024-07-23
5626,6269,63,18,2024-05-12
5627,6270,37,3,2024-06-12
5628,6271,27,4,2024-05-14
5629,6272,58,5,2024-02-10
5630,6273,28,3,2024-04-12
5631,6276,29,19,2024-04-01
5632,6277,95,3,2024-06-16
5633,6279,14,10,2024-05-23
5634,6280,94,4,2024-09-16
5635,6281,31,15,2024-07-01
5636,6282,83,28,2024-07-16
5637,6283,27,5,2024-07-20
5638,6284,9,3,2024-05-12
5639,6285,93,4,2024-11-13
5640,6286,22,1,2024-03-10
5641,6287,27,18,2024-11-15
5642,6288,9,7,2024-07-26
5643,6289,30,4,2024-07-03
5644,6290,19,4,2024-03-10
5645,6291,56,24,2024-05-13
5646,6292,9,5,2024-05-14
5647,6293,87,4,2024-05-09
5648,6294,9,9,2024-08-01
5649,6295,41,4,2024-06-01
5650,6296,27,22,2024-01-11
5651,6297,31,10,2024-01-18
5652,6298,56,8,2024-10-27
5653,6300,54,2,2024-12-24
5654,6301,21,8,2024-09-21
5655,6302,38,4,2024-04-02
5656,6303,29,3,2024-12-29
5657,6304,25,8,2024-05-02
5658,6305,92,2,2024-08-04
5659,6306,91,13,2024-09-17
5660,6308,56,10,2024-06-01
5661,6309,70,4,2024-07-14
5662,6312,29,2,2024-11-02
5663,6313,83,20,2024-07-12
5664,6314,42,5,2024-07-13
5665,6315,9,10,2024-03-06
5666,6316,48,16,2024-12-03
5667,6317,27,1,2024-06-29
5668,6318,10,2,2024-05-10
5669,6319,28,12,2024-06-01
5670,6320,28,6,2024-12-12
5671,6321,63,6,2024-11-08
5672,6322,56,4,2024-06-05
5673,6323,39,4,2024-12-07
5674,6324,37,6,2024-02-04
5675,6325,56,5,2025-01-01
5676,6326,94,2,2024-08-19
5677,6327,48,17,2024-11-13
5678,6328,9,2,2024-05-20
5679,6329,48,10,2024-04-29
5680,6330,22,1,2024-11-14
5681,6331,80,1,2024-08-08
5682,6333,84,19,2024-10-16
5683,6334,56,3,2024-10-29
5684,6335,63,17,2024-07-14
5685,6336,39,3,2024-06-15
5686,6337,94,9,2024-04-13
5687,6338,54,12,2024-09-04
5688,6339,34,17,2024-02-13
5689,6340,23,10,2024-12-22
5690,6341,29,12,2024-10-21
5691,6342,85,2,2024-02-20
5692,6343,56,16,2024-11-11
5693,6344,15,10,2024-06-24
5694,6345,98,2,2024-07-22
5695,6346,36,15,2024-03-22
5696,6347,66,1,2024-11-14
5697,6348,21,7,2024-01-13
5698,6349,85,6,2024-01-24
5699,6350,33,3,2024-07-28
5700,6351,29,2,2024-10-02
5701,6352,69,15,2024-01-08
5702,6353,68,27,2024-12-23
5703,6354,1,28,2024-08-17
5704,6355,27,30,2024-06-04
5705,6356,27,2,2024-10-22
5706,6357,63,18,2024-02-21
5707,6358,4,16,2024-09-06
5708,6359,28,3,2024-11-30
5709,6360,95,3,2024-05-30
5710,6361,27,2,2024-12-24
5711,6362,29,4,2024-11-29
5712,6363,56,14,2024-10-27
5713,6364,63,5,2024-06-21
5714,6366,29,29,2024-11-12
5715,6367,56,8,2024-06-24
5716,6368,27,3,2024-09-04
5717,6369,28,2,2024-08-28
5718,6370,65,6,2024-10-21
5719,6372,16,1,2024-02-19
5720,6373,63,10,2024-01-29
5721,6374,41,12,2024-12-21
5722,6375,10,5,2024-04-06
5723,6376,63,5,2024-02-19
5724,6378,96,17,2024-04-17
5725,6379,63,4,2024-01-30
5726,6380,86,21,2024-12-10
5727,6381,29,18,2024-07-02
5728,6382,67,1,2024-04-09
5729,6383,45,19,2024-03-02
5730,6384,76,3,2024-05-09
5731,6385,56,6,2024-04-29
5732,6386,56,2,2024-02-01
5733,6388,21,22,2024-12-25
5734,6389,91,3,2024-11-21
5735,6391,37,20,2024-07-26
5736,6392,29,1,2024-03-20
5737,6393,20,13,2024-04-24
5738,6394,27,9,2024-12-12
5739,6395,56,1,2024-08-14
5740,6397,27,29,2024-12-28
5741,6398,33,2,2024-09-10
5742,6399,96,8,2024-04-22
5743,6400,9,4,2024-09-16
5744,6401,27,1,2024-05-01
5745,6403,98,23,2024-12-31
5746,6404,28,1,2024-09-23
5747,6405,43,4,2024-12-10
5748,6406,44,2,2024-09-02
5749,6407,63,26,2024-07-01
5750,6409,25,8,2024-04-14
5751,6410,63,13,2024-08-05
5752,6411,27,2,2024-10-15
5753,6413,12,9,2024-01-06
5754,6414,96,30,2024-12-11
5755,6415,68,29,2024-01-22
5756,6417,9,8,2024-09-11
5757,6418,56,3,2024-05-16
5758,6419,4,6,2024-09-26
5759,6420,5,5,2024-04-26
5760,6421,28,2,2024-02-02
5761,6423,46,4,2024-10-18
5762,6424,21,2,2024-04-30
5763,6425,44,8,2024-09-09
5764,6426,56,4,2024-04-04
5765,6427,39,9,2024-02-24
5766,6428,63,5,2024-07-07
5767,6430,56,4,2024-06-13
5768,6431,74,6,2024-04-12
5769,6432,63,1,2024-08-06
5770,6433,25,13,2024-07-27
5771,6434,11,16,2024-09-30
5772,6435,83,20,2024-02-29
5773,6436,68,10,2024-11-29
5774,6437,58,9,2024-05-04
5775,6438,63,6,2024-04-02
5776,6439,83,14,2024-09-20
5777,6440,27,2,2024-08-09
5778,6441,52,16,2024-07-06
5779,6442,63,1,2024-11-26
5780,6443,99,17,2024-09-15
5781,6444,56,19,2024-11-05
5782,6445,4,3,2024-11-03
5783,6446,47,28,2024-09-09
5784,6448,49,1,2024-02-11
5785,6449,16,19,2024-12-10
5786,6450,85,3,2024-07-04
5787,6451,69,2,2024-11-18
5788,6452,79,11,2024-06-07
5789,6453,60,1,2024-03-28
5790,6454,15,5,2024-08-30
5791,6455,13,3,2024-04-19
5792,6456,38,1,2024-12-11
5793,6457,82,5,2024-10-12
5794,6458,19,28,2024-03-23
5795,6459,28,19,2024-10-28
5796,6460,9,3,2024-09-25
5797,6461,91,4,2024-04-29
5798,6462,100,10,2024-03-26
5799,6464,32,5,2024-10-06
5800,6465,53,20,2024-01-12
5801,6466,29,3,2024-05-18
5802,6467,83,5,2024-11-14
5803,6468,79,2,2024-05-31
5804,6469,32,8,2024-03-01
5805,6470,56,1,2024-03-13
5806,6471,29,1,2024-05-11
5807,6472,47,2,2024-11-01
5808,6473,20,6,2024-10-09
5809,6474,30,4,2024-07-30
5810,6476,49,17,2024-12-23
5811,6477,27,3,2024-01-15
5812,6479,56,11,2024-06-19
5813,6480,39,2,2024-01-08
5814,6481,29,20,2024-03-12
5815,6482,10,17,2024-12-24
5816,6483,91,27,2024-07-18
5817,6485,63,2,2024-05-12
5818,6486,86,29,2024-05-19
5819,6487,29,13,2024-09-26
5820,6488,71,10,2024-04-28
5821,6490,69,17,2024-12-05
5822,6492,56,4,2024-06-12
5823,6493,84,1,2024-08-20
5824,6494,53,5,2024-11-27
5825,6495,50,4,2024-03-12
5826,6496,91,4,2024-04-17
5827,6497,47,13,2024-01-31
5828,6498,85,1,2024-06-30
5829,6499,31,20,2024-08-14
5830,6500,71,1,2024-09-20
5831,6502,52,17,2024-04-02
5832,6503,62,7,2024-02-26
5833,6504,96,8,2024-06-10
5834,6505,63,9,2024-11-03
5835,6506,27,1,2024-04-01
5836,6507,56,4,2024-05-23
5837,6508,28,1,2024-10-04
5838,6509,24,7,2024-12-20
5839,6510,63,18,2024-03-17
5840,6512,56,5,2024-02-01
5841,6513,29,10,2024-03-08
5842,6515,18,18,2024-02-17
5843,6516,84,11,2024-07-12
5844,6518,54,1,2024-11-13
5845,6519,27,21,2024-02-26
5846,6520,27,1,2024-08-05
5847,6521,53,1,2024-12-23
5848,6522,29,21,2024-08-26
5849,6524,56,1,2024-06-25
5850,6525,56,24,2024-05-13
5851,6526,32,5,2024-03-03
5852,6527,9,4,2024-07-28
5853,6528,81,24,2024-08-30
5854,6529,29,2,2024-11-28
5855,6530,51,25,2024-08-11
5856,6532,41,10,2024-09-10
5857,6533,14,3,2024-02-19
5858,6534,63,9,2024-10-26
5859,6535,21,5,2024-01-27
5860,6536,91,5,2024-12-24
5861,6537,28,8,2024-12-12
5862,6538,9,30,2024-09-05
5863,6539,72,3,2024-12-09
5864,6540,8,4,2024-11-14
5865,6542,27,16,2024-05-12
5866,6543,29,3,2024-06-11
5867,6544,38,4,2024-04-08
5868,6545,27,4,2024-12-17
5869,6546,59,5,2024-01-13
5870,6547,6,3,2024-09-07
5871,6548,98,5,2024-05-10
5872,6549,55,9,2024-08-25
5873,6550,9,10,2024-10-14
5874,6551,100,2,2024-04-18
5875,6552,63,3,2024-04-07
5876,6553,73,5,2024-04-05
5877,6554,96,6,2024-03-26
5878,6555,27,29,2024-05-20
5879,6556,27,3,2024-01-14
5880,6557,90,7,2024-07-01
5881,6558,34,17,2024-11-27
5882,6559,100,2,2024-02-13
5883,6560,3,6,2024-08-25
5884,6561,91,4,2024-12-17
5885,6562,56,22,2024-08-01
5886,6563,49,18,2024-07-14
5887,6564,29,6,2024-06-30
5888,6565,56,9,2024-03-19
5889,6567,29,5,2024-07-06
5890,6568,42,15,2024-03-28
5891,6569,9,5,2024-01-21
5892,6570,63,4,2024-03-15
5893,6571,73,25,2024-03-24
5894,6572,56,6,2024-01-21
5895,6574,7,9,2024-06-11
5896,6575,29,20,2024-10-11
5897,6576,10,7,2024-04-21
5898,6577,63,2,2024-08-22
5899,6578,52,22,2024-02-29
5900,6579,28,9,2024-02-13
5901,6580,56,15,2024-06-05
5902,6581,56,9,2024-06-11
5903,6582,83,5,2024-05-12
5904,6583,97,10,2024-03-08
5905,6584,91,4,2024-10-26
5906,6585,9,10,2024-05-24
5907,6586,29,8,2024-09-23
5908,6587,22,13,2024-01-13
5909,6588,71,15,2024-06-15
5910,6589,9,5,2024-03-17
5911,6590,63,7,2024-11-21
5912,6591,95,3,2024-12-16
5913,6592,32,14,2024-12-07
5914,6593,82,12,2024-08-07
5915,6595,29,11,2024-09-25
5916,6596,15,9,2024-10-25
5917,6597,96,6,2024-08-23
5918,6598,60,27,2024-01-09
5919,6599,9,6,2024-04-21
5920,6600,15,3,2024-07-02
5921,6601,93,6,2024-06-04
5922,6602,86,1,2024-10-26
5923,6603,9,18,2024-10-27
5924,6604,29,1,2024-10-01
5925,6605,29,7,2024-11-09
5926,6606,91,1,2024-07-13
5927,6607,22,1,2024-11-09
5928,6608,44,26,2024-01-20
5929,6609,63,6,2024-06-27
5930,6610,50,1,2024-08-07
5931,6611,32,4,2024-03-19
5932,6612,38,5,2024-06-29
5933,6613,9,5,2024-06-13
5934,6614,63,2,2024-12-30
5935,6615,11,4,2024-09-10
5936,6616,52,1,2024-06-26
5937,6617,9,9,2024-11-17
5938,6618,35,7,2024-04-29
5939,6619,95,12,2024-03-02
5940,6620,87,14,2024-12-09
5941,6621,86,1,2024-01-25
5942,6622,39,4,2024-01-20
5943,6623,23,5,2024-01-14
5944,6624,53,22,2024-11-24
5945,6625,75,10,2024-01-23
5946,6626,76,15,2024-03-19
5947,6627,59,10,2024-05-29
5948,6628,35,10,2024-05-04
5949,6629,64,8,2024-01-09
5950,6630,73,5,2024-06-23
5951,6631,27,3,2024-04-24
5952,6632,9,6,2024-04-29
5953,6634,9,16,2024-08-16
5954,6635,28,7,2024-11-13
5955,6636,89,2,2024-09-07
5956,6637,2,3,2024-12-04
5957,6638,27,20,2024-11-16
5958,6639,96,5,2024-07-02
5959,6640,29,6,2024-04-23
5960,6642,22,26,2024-04-16
5961,6644,89,7,2024-11-10
5962,6645,95,4,2024-01-06
5963,6646,57,5,2024-04-17
5964,6647,70,1,2024-10-01
5965,6648,39,16,2024-09-25
5966,6649,56,2,2024-12-14
5967,6650,1,8,2024-08-18
5968,6651,28,5,2024-09-03
5969,6652,27,2,2024-09-21
5970,6654,56,1,2024-10-25
5971,6656,21,5,2024-03-26
5972,6657,77,3,2024-01-14
5973,6658,83,6,2024-03-09
5974,6659,92,21,2024-07-06
5975,6660,28,1,2024-09-26
5976,6661,8,1,2024-04-03
5977,6662,80,7,2024-10-28
5978,6663,27,4,2024-09-13
5979,6665,63,13,2024-03-30
5980,6666,76,3,2024-07-29
5981,6668,39,6,2024-04-09
5982,6669,29,9,2024-02-24
5983,6670,3,5,2024-02-01
5984,6671,56,11,2024-09-13
5985,6673,46,17,2024-09-15
5986,6674,27,25,2024-12-04
5987,6675,40,28,2024-11-27
5988,6676,52,1,2024-05-18
5989,6677,47,12,2024-05-23
5990,6678,64,9,2024-11-12
5991,6679,71,6,2024-01-17
5992,6680,56,10,2024-10-20
5993,6681,91,4,2024-05-15
5994,6682,56,5,2024-07-27
5995,6683,63,1,2024-09-07
5996,6684,27,17,2024-10-04
5997,6685,38,10,2024-11-03
5998,6686,42,9,2024-10-31
5999,6687,87,4,2024-05-28
6000,6689,9,10,2024-05-09
6001,6690,63,1,2024-12-28
6002,6691,28,4,2024-03-24
6003,6692,56,2,2024-01-13
6004,6693,57,5,2024-03-08
6005,6694,59,12,2024-03-04
6006,6696,9,10,2024-04-28
6007,6697,63,2,2024-01-19
6008,6699,10,3,2024-02-01
6009,6700,84,5,2024-03-26
6010,6701,57,8,2024-06-17
6011,6702,8,16,2024-08-23
6012,6703,9,8,2024-12-14
6013,6704,78,4,2024-11-24
6014,6705,47,4,2024-09-02
6015,6706,56,4,2024-04-14
6016,6708,12,1,2024-01-15
6017,6709,44,5,2024-07-14
6018,6710,56,3,2024-12-03
6019,6711,56,1,2024-08-02
6020,6713,57,9,2024-07-25
6021,6714,81,28,2024-02-13
6022,6715,29,3,2024-04-12
6023,6716,56,1,2024-06-17
6024,6717,57,12,2024-10-28
6025,6718,29,1,2024-02-16
6026,6719,41,16,2024-05-21
6027,6720,28,2,2024-06-17
6028,6722,9,7,2024-03-25
6029,6723,38,15,2024-07-31
6030,6725,55,19,2024-11-07
6031,6726,38,1,2024-05-02
6032,6727,49,5,2024-06-30
6033,6728,92,3,2024-07-11
6034,6729,96,5,2024-07-18
6035,6730,28,1,2024-02-08
6036,6732,9,5,2024-08-23
6037,6733,40,13,2024-08-17
6038,6734,17,3,2024-02-01
6039,6735,73,18,2024-09-02
6040,6736,59,7,2024-07-27
6041,6737,98,10,2024-06-21
6042,6738,8,6,2024-03-10
6043,6739,9,20,2024-11-18
6044,6740,29,15,2024-04-09
6045,6741,56,2,2024-02-05
6046,6742,54,8,2024-10-06
6047,6743,29,2,2024-07-16
6048,6744,46,2,2025-01-03
6049,6745,29,5,2024-12-30
6050,6746,27,12,2024-10-11
6051,6747,98,15,2024-11-02
6052,6750,63,21,2024-11-06
6053,6751,24,2,2024-03-28
6054,6752,21,3,2024-12-10
6055,6753,63,8,2024-10-11
6056,6755,19,3,2024-11-11
6057,6756,33,10,2024-03-10
6058,6757,76,1,2024-09-17
6059,6758,27,3,2024-08-07
6060,6759,56,1,2024-12-22
6061,6760,5,14,2024-08-01
6062,6761,27,10,2024-06-05
6063,6762,61,2,2024-10-20
6064,6764,66,7,2024-02-05
6065,6765,56,6,2024-09-13
6066,6766,34,3,2024-03-05
6067,6768,28,12,2024-07-18
6068,6769,65,1,2024-01-03
6069,6770,9,4,2024-12-08
6070,6771,27,9,2024-03-06
6071,6772,19,13,2024-05-11
6072,6773,12,28,2024-06-23
6073,6774,56,3,2024-03-04
6074,6775,56,13,2024-07-29
6075,6776,20,3,2024-03-05
6076,6777,27,7,2024-10-03
6077,6778,80,2,2024-12-08
6078,6780,92,3,2024-07-07
6079,6781,29,4,2024-03-03
6080,6782,29,4,2024-12-22
6081,6783,83,3,2024-07-08
6082,6784,26,4,2024-12-29
6083,6785,19,9,2024-10-17
6084,6786,28,11,2024-12-02
